TR:UZ009:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.741174105667846,0.756693078013371,0,0.491749247445141,0.757098091520348,0,0.415325300915468,0.418891793353058,0,0.5,0.928373696836022,0.813208446753957,0.926384160799596,0.730134141516375,0,0.904550612822509,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.642176295862843,0.339672975756911,0,1,0.427493645745585,0,0.518964810249227,0.424019036484531,0,0.51418661575244,0.00228215936140529,0.5,0.5,0.773416863986317,0,0.712160353771231,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.735112152088291,0.715550476534934,0,0.710306842712273,0.5,0,0.349453612892156,0.209397333387989,0,0.462564860974001,0.602085798003612,0.184831203790717,0.0134682743137929,0.5,0,0.90762180674993,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.702459933039746,0.613447623546645,0,0.941654344742964,0.584801354363209,0,0.410214921858551,0.340935241462772,0,0.224275844082572,0.10311114231703,0.344561221217978,0.416859618357532,0.729190690760327,0,0,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.509845973561616,0.280777091168723,0,1,0,0,0.433830731894275,0.618427673039428,0,0.797320421089793,0,0.307836339921086,0.264854350711139,0.690501498936101,0,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.695175676607915,0.147396807538639,0,1,0,0,0.5,0.194475587205534,0,0.583946775361607,0.994869185394185,0.196314170053519,0.168307232362613,0.360680236129202,0,0.992170630851418,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.705176291239771,0.463970614233703,0,1,0,0,0.498070592627121,0.348653511309272,0,0.645455333791316,0.902773636132722,0.543800856000572,0.407774697375918,0.667689246401051,0,0.472561945873549,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.56154170248698,0.898839741184595,0,0.639466239851526,0,0,0.455103296097354,0.241712375318627,0,0.703476549157775,0,0,0,0.436907237733485,0,0.880417869922742,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.910138898133843,0,0.497949237767607,0.671265145728876,0,0.518327838921282,0.863137173270017,0,0.900545006158848,0.537168976394012,0.453780808728315,0.557411487402305,0,0,0.915949260378499,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.521772176612571,0.493654826927149,0,0.247792362866578,0.145696716701156,0,0.00808395070151659,0.504161708908486,0,0.637396518115075,0,0,0,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.489956265308389,0.701686025054978,0,0.319945194987187,0.76614359048853,0,0.235965201414441,0.29970527678905,0,0,0.997974374649969,0.725838414527397,0.534285889354696,0.254750975245654,0,0.927798506250329,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0.5,0.799354203710291,0,0.607249495499634,0.611500303719048,0,0.115386186989538,0.410607507607626,0.578735671202092,0.563587972150155,0.504194838447588,0,0.701971721732763,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.0620960696164773,0.780707155124383,0,1,0.0480832028131753,0,0.863616854969508,0.875915290024639,0,0.841043182468243,0,0.900455990897578,0.948171686359366,0.208626769091865,0,0.887283755703374,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.601452649829626,0.731253813869058,0,0.0825068839848986,0.867147911035886,0,0.91116818602725,0.767060174556663,0,0,0.803329322674524,0.872220893264508,0.961063691575682,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.193209887961528,0.5,0,0.299084014478533,0.792281045943996,0,0.700738561511333,0.794362336853492,0,0.27536851216005,0.27288075741036,0.905494763670862,0.949138653050279,0.744643566408403,0,0.479566366686595,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.283179849359506,0.930404721231163,0,0.479710623008877,0.861774451609044,0,0.726296866651572,0.781033960019397,0,0.753812750226347,0.847314197312545,0.893359711329587,0.931450744674283,0.821241186499368,0,0.5,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.267052159103956,0,0,0.364845833602204,0.650972466580245,0,0.508850637136367,0.523826562494765,0,0.565493745549494,0.883276893516921,0.784179985505294,0.611624845517353,0.399832211876134,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.635430173534614,0,0.205190310583192,0.79351556874991,0,0.781197806117392,0.889986884637988,0,0.44756932408606,0.867852325666288,0.768824707140423,0.800013373394132,0.748971255898475,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,0.4103821595712,0,1,0,0,0.106514471560394,0.248374709018035,0,0.413228857607533,0.5,0,0,0.645164374972535,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.285066770431933,0,0.39372040585042,0,0,0.760087009069844,0.5,0,0.386517253981065,0,0.139860097575547,0.223209593460912,0,0,0.660094930948745,0
